name,agu,district,code
"GHSS, THEKKUTHODE, PATHANAMTHITTA",G,3,3078
"GHSS, AYIROOR, PATHANAMTHITTA",G,3,3079
"KULANADA PANCHAYAT HSS, KULANADA, PATHANAMTHITTA",G,3,3080
"GHSS THENGAMAM, PATHANAMTHITTA",G,3,3081
"GHSS MANCODE, PATHANAMTHITTA",G,3,3082
"ST.MARY'S MAHILA MANDIRAM, GIRLS HSS, ADOOR",A,3,3083
"TECHNICAL HSS, KALANJOOR, PATHANAMTHITTA",T,3,3084
"BRETHREN HSS, KUMBANAD, PTA",U,3,3085
"MGD HSS, PUDUSSERI, PATHANAMTHITTA",U,3,3086
"REPUBLICAN VOCATIONAL HSS, KONNI, PATHANAMTHITTA",U,3,3087
"ST. GEORGE'S MOUNT HSS, KAIPATTOOR, PATHANAMTHITTA",U,3,3088
"MODEL RESIDENTIAL SCHOOL, VADASSERIKKARA, PATHANAMTHITTA",G,3,3089
"GOVT HSS, ALA, ALAPPUZHA",G,4,4001
"GOVT MHSS, AMBALAPPUZHA, ALAPPUZHA",G,4,4002
"S N M GOVT BHSS, CHERTHALA, ALAPPUZHA",G,4,4003
"GOVT MBHSS, HARIPPAD, ALAPPUZHA",G,4,4004
"GOVT HSS, KALAVOOR, ALAPPUZHA",G,4,4005
"GOVT BOYS HSS, KAYAMKULAM, ALAPPUZHA",G,4,4006
"GOVT HSS, KIDANGARA, ALAPPUZHA",G,4,4007
"GOVT HSS, KUNNAM, ALAPPUZHA",G,4,4008
"GOVT HSS, PERUMPALAM, ALAPPUZHA",G,4,4009
"GOVT HSS, CHANDIROOR, ALAPPUZHA",G,4,4010
"GOVT DVHSS, CHARAMANGALAM, ALAPPUZHA",G,4,4011
"GOVT MUHAMADEN'S BOYS HSS, ALAPPUZHA",G,4,4012
"GOVT GHSS, MAVELIKKARA, ALAPPUZHA",G,4,4013
"GOVT HSS, THIRUVANVANDOOR, ALAPPUZHA",G,4,4014
"GOVT HSS, BUDHANOOR, ALAPPUZHA",G,4,4015
"KKM GOVT HSS, ELIPPAKKULAM, ALAPPUZHA",G,4,4016
"GOVT HSS, ANGADIKKAL SOUTH, ALAPPUZHA",G,4,4017
"GOVT VHSS,CHUNAKKARA,ALAPPUZHA",G,4,4018
"GOVT HSS,MANGALAM,ALAPPUZHA",G,4,4019
"GOVT HSS,AYAPARAMBU,ALAPPUZHA",G,4,4020
"GOVT HSS,SL PURAM,KANJIKKUZHI,ALAPPUZHA",G,4,4021
"GOVT GIRLS HSS, CHERTHALA, ALAPPUZHA",G,4,4022
"GOVT GIRLS HSS,HARIPPAD,ALAPPUZHA",G,4,4023
"GOVT GIRLS HSS,KAYAMKULAM,ALAPPUZHA",G,4,4024
"GOVT SCU VHSS,PATTANAKKAD,ALAPPUZHA",G,4,4025
"GOVT VHSS,MULAKKUZHA,ALAPPUZHA",G,4,4026
"TD HSS, THURAVOOR, ALAPPUZHA",A,4,4027
"VADUTHALA JUMA HATH HSS, NAVADUVATHU NAGAR,",A,4,4028
"LAJANATHUL MUHAMMADI HSS, ALLAPPUZHA",A,4,4029
"ST. JOSEPH'S GHSS, ALLAPPUZHA",A,4,4030
"AGRM HSS, VALLIKKUNNAM, ALLAPPUZHA",A,4,4031
"N S HSS, NEDUMUDI, ALAPPUZHA",A,4,4032
"ST. MARY'S HSS, CHAMPAKKULAM, ALAPPUZHA",A,4,4033
"ARAVUKAD HSS, PUNNAPPRA, ALAPPUZHA",A,4,4034
"S N D P HSS , KUTTAMANGALAM, ALAPPUZHA",A,4,4035
"ST. ALOSIOUS HSS, EDATHUA, ALLAPPUZHA",A,4,4036
"N S S HSS, RAMANKARI, ALAPPUZHA",A,4,4037
"N S S HSS, KARUVATTA, ALAPPUZHA",A,4,4038
"M S M HSS, KAYAMKULAM, ALLAPPUZHA",A,4,4039
"BISHOP HODGES HSS, MAVELIKKARA, ALLAPPUZHA",A,4,4040
"POPE PIOUS XI HSS, BHARANIKKAVU, ALLAPPUZHA",A,4,4041
"V V HSS, THAMARAKKULAM , ALLAPPUZHA",A,4,4042
"NS BHSS, MANNAR, ALAPPUZHA",A,4,4043
"LEO XIII HSS, ALAPPUZHA",A,4,4044
"S N M HSS, PURAKKAD, ALAPPUZHA",A,4,4045
"S N HSS, POOCHACKAL, ALAPPUZHA",A,4,4046
"ST. FRANCIS ASSISSI HSS, ARTHINKAL, ALAPPUZHA",A,4,4047
"ST. JOSEPH'S HSS, PULINKUNNU, ALAPPUZHA",A,4,4048
"LM HSS,PACHA,ALAPPUZHA",A,4,4049
"ST JOHNS HSS,MATTOM,ALAPPUZHA",A,4,4050
"TD HSS,ALAPPUZHA",A,4,4051
"SD VB HSS,ALAPPUZHA",A,4,4052
"PADANILAM HSS,NOORANAD,ALAPPUZHA",A,4,4053
"DBHSS,THAKAZHI,ALAPPUZHA",A,4,4054
"RVSM HSS,PRAYAR,OCHIRA,ALAPPUZHA",A,4,4055
"NRPM HSS,KAYAMKULAM,ALAPPUZHA",A,4,4056
"MTM HSS,VENMANI,ALAPPUZHA",A,4,4057
"METROPOLITAN HSS,PUTHENKAVU,ALAPPUZHA",A,4,4058
"DBHSS,CHERIYANADU,ALAPPUZHA",A,4,4059
"BOYS VHSS,KANICHUKULANGARA,ALAPPUZHA",A,4,4060
"HOLI FAMILY BHSS MUTTAM,CHERTHALA,ALAPPUZHA",A,4,4061
"NSS HSS,PANAVALLI,ALAPPUZHA",A,4,4062
"HSS,KANDAMANGALAM,AROOR,ALAPPUZHA",A,4,4063
"ST AUGESTINE'S HSS,AROOR,ALAPPUZHA",A,4,4064
"AB VILASOM HSS,MUHAMMA,ALAPPUZHA",A,4,4065
"NSS HSS,KAVALAM,ALAPPUZHA",A,4,4066
"ST GEORGE HSS, MUTTAR, ALAPPUZHA",A,4,4067
"HSS,THIRUVAMBADI,ALAPPUZHA",A,4,4068
"HOLY FAMILY HSS,KATTOOR,ALAPPUZHA",A,4,4069
"KV SANSKRIT HSS,MUTHUKULAM,ALAPPUZHA",A,4,4070
"PKKSM HSS,KAYAMKULAM,ALAPPUZHA",A,4,4071
"SN TRUST HSS,MARARIKULAM NORTH,ALAPPUZHA",A,4,4072
"SAMAJAM HSS,MUTHUKULAM,ALAPPUZHA",A,4,4073
"SREE BHUVANESWARI  HSS, MANNAR",U,4,4074
"OUR LADY OF MERCY EM HSS, AROOR",U,4,4075
"ST. THOMAS HSS, NEERETTUPURAM",U,4,4076
"BISHOP MOORE HSS, AKANATTUKARA, MAVELIKARA",U,4,4077
"CARMEL ACADEMY EM HSS, PAZHAVANGADY, ALAPPUZHA",U,4,4078
"BETHANY BALIKAMATOM HSS, NANGIARKULANGARA",U,4,4079
"ST. MARY'S GHSS, KAYAMKULAM",U,4,4080
"SREE VITOBHA HSS, KAYAMKULAM",U,4,4081
"VHSS, CHATHIYARA, THAMARAKULAM",U,4,4082
"KKKVM HSS, POOTHAPPALLY SOUTH, HARIPPAD",U,4,4083
"ST. ANNE'S GHSS, ANGADIKKAL, CHENGANNUR",U,4,4084
"NADUVATTOM HSS, PALLIPADU",U,4,4085
"SDA HSS, MAVELIKKARA, NON EXAM CENTRE CLUBBED TO 04013",U,4,4086
"TECHNICAL HSS, PERISSERY, CHENGANNUR",T,4,4087
"GOVT. HSS, THIRUNELOOR, CHERTHALA, ALAPPUZHA",G,4,4088
"GOVT. HSS, CHERTHALA SOUTH, ALAPPUZHA",G,4,4089
"VAYALAR RAMA VARMA GOVT. HSS, VAYALAR, ALAPPUZHA",G,4,4090
"GOVT. VVHSS, KODENTHURUTHU, ALAPPUZHA",G,4,4091
"GOVT. HSS, RAMAPURAM, KEERIKKAD, ALAPPUZHA",G,4,4092
"GOVT. BHSS, MAVELIKKARA, ALAPPUZHA",G,4,4093
"K.K.KUNCHY PILLAI MEMORIAL HSS, AMBALAPPUZHA, ALAP",G,4,4094
"GOVT. GIRLS HSS, ALAPPUZHA",G,4,4095
"GOVT. VHSS, ARYAD, ALAPPUZHA",G,4,4096
"GOVT. HSS, THALAVADY, KUTTANAD, ALAPPUZHA",G,4,4097
"GOVT. MOHAMMADENS GIRLS HSS, ALAPPUZHA",G,4,4098
"GOVT. HSS, THANNEERMUKKAM, ALAPPUZHA",G,4,4099
"KUDASSANAD THANDANAVILA GS VHSS, ALAPPUZHA",G,4,4100
"VALIYAZHEEKKAL GOVT. HSS, ALAPPUZHA",G,4,4101
"SN TRUST HSS, CHERIYANAD, ALAPPUZHA",A,4,4102
"SN TRUST HSS, PALLIPPAD, ALAPPUZHA",A,4,4103
"TECHNICAL HSS, IHRD,PALLIPURAM P.O,CHERTHALA,ALAPP",T,4,4104
"CBM HSS, NOORANAD, ALAPPUZHA",U,4,4105
"NSS HIGH SCHOOL, KARUVATTA, ALAPPUZHA, (SUB CENTRE OF 04038)",U,4,4106
"MODEL RESIDENTIAL SCHOOL  PUNNAPRA, ALAPUZHA",G,4,4107
"GOVT. HSS, ERATTUPETTAH, ARUVITHURA P.O., KOTTAYAM",G,5,5001
"GOVT. HSS, KADAPPOOR , KOTTAYAM",G,5,5002
"GOVT. HSS KARAPPUZHA, KARAPPUZHA P.O., KOTTAYAM",G,5,5003
"GOVT. MHSS,  KOTTAYAM",G,5,5004
"GOVT. HSS, KUMARAKAM , KOTTAYAM",G,5,5005
"GOVT. HSS, PALA, KOTTAYAM",G,5,5006
"GOVT. HSS, PANAMATTOM, KOTTAYAM",G,5,5007
"GOVT. HSS, THAZHATHUVADAKARA P.O., KOTTAYAM",G,5,5008
"GOVT. HSS, THRIKKODITHANAM, KOTTAYAM",G,5,5009
"GOVT. GIRLS HSS, VAIKOM, KOTTAYAM",G,5,5010
"GOVT. HSS, VADAKKEKKARA, KOTTAYAM",G,5,5011
"GOVT. HSS, VAIKOM, THEKKENADA P.O., KOTTAYAM",G,5,5013
"GOVT. HSS PERUVA , PERUVA P.O., KOTTAYAM",G,5,5014
"GOVT. BOYS HSS, PUTHUPALLY, KOTTAYAM",G,5,5015
"MCG HSS, ARPOOKARA, GANDHINAGAR P.O., KOTTAYAM",G,5,5016
"GOVT HSS, AREEPARAMBU, VIJAYAPURAM, KOTTAYAM",G,5,5017
"GOVT HSS KUDAMALOOR, KUDAMALOOR P.O., KOTTAYAM",G,5,5018
"GOVT HSS, KURICHY, NEELAMPEROOR P.O., KOTTAYAM",G,5,5019
"GOVT HSS, EDAKKOLI, CHAKKAMPUZHA P.O., KOTTAYAM",G,5,5020
"SKV GOVT HSS, NEENDOOR, KOTTAYAM",G,5,5021
"GOVT HSS, TV PURAM, VAIKOM, KOTTAYAM",G,5,5022
"GOVT HSS KANAKARY, KANAKARY P.O., KOTTAYAM",G,5,5023
"GOVT HSS,KULASEKHARAMANGALAM,KOTTAYAM",G,5,5024
"AJJM GHSS, THALAYOLAPARAMBU, KOTTAYAM",G,5,5025
"GOVT. VHSS PONKUNNAM, PONKUNNAM P.O., VAZHOOR, KOTTAYAM",G,5,5026
"GOVT. HSS, NEDUMKUNNAM, KOTTAYAM",G,5,5027
"GOVT. HSS,EDAKUNNAM,KOTTAYAM",G,5,5028
"GOVT. VHSS, MURIKKUMVAYAL, KURIVILAM P.O., KOTTAYAM",G,5,5029
"M G M NSS HSS LAKKATTOOR, LAKKATTOOR P.O., KOTTAYAM",A,5,5030
"M G HSS, ERATTUPETTA, NADACKAL P.O., KOTTAYAM",A,5,5031
"M T S HSS, KOTTAYAM",A,5,5032
"M D S HSS, KOTTAYAM",A,5,5033
"BAKER MEMORIAL GHSS, KOTTAYAM",A,5,5034
"ST MARY'S HSS, MANARCAD, KOTTAYAM",A,5,5035
"NSS HSS KARUKACHAL, KARUKACHAL P.O., KOTTAYAM",A,5,5036
"ST. JOHN'S BAPTISTS HSS, NEDUMKUNNAM, KOTTAYAM",A,5,5037
"JM HSS, VAKATHANAM, PUTHENCHANTHA P.O., KOTTAYAM",A,5,5038
"ST. EMPHREMS HSS MANNANAM, MANNANAM P.O., KOTTAYAM",A,5,5039
"SMV HSS POONJAR, POONJAR P.O., KOTTAYAM",A,5,5040
"ST. ANTONY'S HSS PLASSANAL, PLASSANAL P.O., KOTTAYAM",A,5,5041
"ST.SEBASTIAN'S HSS, KADANAD, KOTTAYAM",A,5,5042
"ST. MARY'S HSS, BHARANANGANAM, KOTTAYAM",A,5,5043
"ST. MARY'S HSS TEEKOY, TEEKOY P.O., KOTTAYAM",A,5,5044
"CMS HSS MELUKAVU, MELUKAVU P.O., KOTTAYAM",A,5,5045
"JJMM HSS YENDAYAR, YENDAYAR P.O., KOTTAYAM",A,5,5046
"C.KESAVAN MHSS, KORUTHODE, KOTTAYAM",A,5,5047
"VISWABHARATHI SN HSS NEEZHOOR, NEEZHOOR P.O., KOTTAYAM",A,5,5048
"ST. LITTLE THERESAS GHSS, VAIKOM, THEKKENADA P.O., KOTTAYAM",A,5,5049
"HOLY CROSS HSS CHERPUNKAL, CHERPUNKAL P.O., KOTTAYAM",A,5,5050
"SMV NSS HSS KALLARA, KALLARA P.O., KOTTAYAM",A,5,5051
"ST.MICHAELS HSS, KADATHURUTHY, KOTTAYAM",A,5,5052
"ST. MARY'S  HSS KURAVILANGAD, KURAVILANGAD P.O., KOTTAYAM",A,5,5053
"ST. THOMAS HSS, PALA, KOTTAYAM",A,5,5054
"ST. PETER'S  HSS, KURUMBANADOM, PERUMPANACHY P.O., KOTTAYAM",A,5,5055
"SB HSS CHANGANACHERRY, CHANGANACHERRY P.O., KOTTAYAM",A,5,5056
"NSS HSS PERUNNA, CHANGANACHERRY, PERUNNA P.O., KOTTAYAM",A,5,5057
"SKM HSS KUMARAKAM, KUMARAKAM P.O., KOTTAYAM",A,5,5058
"OLL HSS, UZHAVOOR, KOTTAYAM",A,5,5059
"ST. ANN'S GHSS, KOTTAYAM",A,5,5060
"MOUNT CARMEL HSS FOR GIRLS , MUTTAMBALAM P.O., KANJIKUZHY, KOTTAYAM",A,5,5061
"ST. DOMONIC BHSS KANJIRAPPALLY, KANJIRAPPALLY P.O., KOTTAYAM",A,5,5062
"A.V HSS , KURICHY, KOTTAYAM, 686532",A,5,5063
"SNDP HSS KILIROOR, KILIROOR, KANJIRAM P.O., KOTTAYAM",A,5,5064
"ST ALOYSIUS HSS ATHIRAMPUZHA, ATHIRAMPUZHA P.O., KOTTAYAM",A,5,5065
"ST JOSEPH'S GHSS,CHANGANACHERRY,KOTTAYAM",A,5,5066
"SH MOUNT HSS, ST MOUNT P.O., KOTTAYAM",A,5,5067
"CMS COLLEGE, HSS, KOTTAYAM",A,5,5068
"ST THERESAS GHSS,VAZHAPPALLI,KOTTAYAM",A,5,5069
"NSS HSS ANICKAD, ANICKAD WEST P.O., KOTTAYAM",A,5,5070
"NSS HSS KARAPUZHA, KARAPUZHA, KOTTAYAM",A,5,5071
"NSS HSS KIDANGOOR, KIDANGOOR P.O., KOTTAYAM",A,5,5072
"HOLY FAMILY HSS MUTTAMBALAM, MUTTAMBALAM P.O., KOTTAYAM",A,5,5073
"CCMHSS KARIKKATTOOR, KARIKKATTOOR P.O., KOTTAYAM",A,5,5074
"ST AUGUSTINES HSS RAMAPURAM, RAMAPURAM BAZAR P.O., KOTTAYAM",A,5,5075
"ST JOHN NEPHUMSIANS'S HSS, KOZHUVANAL, KOZHUVANAL P.O., KOTTAYAM",A,5,5076
"EMMANUEL'S HSS,KOTHANALLOOR,KOTTAYAM",A,5,5077
"ST MICHAEL'S HSS KUDAVACHOOR, KUDAVACHOOR, AMBIKA MARKET P.O., KOTTAYAM",A,5,5078
"ST MARY'S HSS,KIDANGOOR,KOTTAYAM",A,5,5079
"SMSN HSS,VAIKOM,KOTTAYAM",A,5,5080
"ST MARY'S HSS PALA, PALA P.O., KOTTAYAM",A,5,5081
"ST ANNE'S HSS,KURIYANAD,KOTTAYAM",A,5,5082
"MUSLIM GIRLS HSS KANGAZHA, KANGAZHA P.O., KOTTAYAM",A,5,5083
"AM HSS KALAKKETTY, KALAKKETTY P.O., KOTTAYAM",A,5,5084
"ST THOMAS HSS ERUMELY, ERUMELY P.O., KOTTAYAM",A,5,5085
"ST GEORGE HSS ARUVITHURA, ARUVITHURA P.O., ERATTUPETTA, KOTTAYAM",A,5,5086
"ST ANTONY'S HSS POONJAR, POONJAR SOUNTH P.O., KOTTAYAM",A,5,5087
"SVRV NSS HSS, VAZHOOR, T.P.PURAM P.O., KOTTAYAM",A,5,5088
"MODEL TECHNICAL HSS,PUTHUPPALLI,KOTTAYAM",T,5,5089
"HOLY CROSS HSS THELLAKOM, THELLAKOM P.O., KOTTAYAM",U,5,5090
"AKJM EM HSS, KANJIRAPALLY, KOTTAYAM",U,5,5091
"ST. JOSEPH'S EM HSS, KANJIRAPALLY, KOTTAYAM",U,5,5092
"DON BOSCO HSS PUTHUPALLY, PUTHUPALLY P.O., KOTTAYAM",U,5,5093
"GIRIDEEPAM BETHANY HSS VADAVATHOOR, VADAVATHOOR P.O., KOTTAYAM",U,5,5094
"MAR GREGORIUS EM HSS, NJALIKUZHY, VAKATHANAM P.O., KOTTAYAM",U,5,5095
"S.V.V B EM HSS, NATTASSERY, KOTTAYAM",U,5,5096
"ST. ANNES GHSS CHANGANASSERY, CHANGANASSERY P.O., KOTTAYAM",U,5,5097
"ST. GEORGE HSS, MANIMALA, KOTTAYAM",U,5,5098
"VAVAR MEMORIAL HSS, ERUMELI, KOTTAYAM",U,5,5099
"ST. MARY'S GHSS KANJIRAPALLY, KANJIRAPALLY P.O., KOTTAYAM",U,5,5100
"KRISTU JYOTHI HSS, CHETHIPUZHA, KURISUMOODU P.O., CHANGANASSERY",U,5,5101
"INFANT JESUS B.C.G HSS, MANARKADU, KOTTAYAM",U,5,5102
"REV. FR. GMHSS, KARIKKODE, KOTTAYAM",U,5,5103
"K.E.E.M HSS, MANNANAM, KOTTAYAM",U,5,5104
"MANGALAM EM HSS VETTIMUKAL, VETTIMUKAL P.O., ETTUMANUR, KOTTAYAM",U,5,5105
"VINCENT DE- PAUL HSS, PALA, KOTTAYAM",U,5,5106
"BASELIOUS EM HSS, KANGHAZHA, DEVAGIRI P.O., KOTTAYAM",U,5,5107
"SHEM HSS, PERUNNA, CHANGANASSERY, KOTTAYAM",U,5,5108
"CMS HSS, PALLOM, KOTTAYAM",U,5,5109
"ST. JOSEPH CONVENT HSS, KOTTAYAM P.O.",U,5,5110
"ST. ANTONY'S HSS, CHENGALAM, KOTTAYAM",U,5,5111
"DE PAUL HSS, NAZRETH HILL, KURAVILANGADU (VIA), KOTTAYAM",U,5,5112
"DEAF HSS NEERPARA, THALAYOLAPARAMBU (VIA), VADAKARA P.O., KOTTAYAM",U,5,5113
"ITHITHANAM HSS MALAKUNNAM, MALAKUNNAM P.O., CHANGANACHERRY, KOTTAYAM",A,5,5114
"GOVT. HSS THOTTAKKAD, THOTTAKKAD P.O., KOTTAYAM",G,5,5115
"GOVT. VHSS VAYALAR, VAYALAR P.O., KOTTAYAM",G,5,5116
"GHSS PUTHUVELI, PUTHUVELI P.O., PALA, KOTTAYAM",G,5,5117
"GHSS PAIPPAD, P.C. KAVALA P.O., KOTTAYAM",G,5,5118
"GHSS CHENGALAM, CHENGALAM SOUTH P.O., KOTTAYAM",G,5,5119
"PTM GHSS, VELLOOR, PAMPADY, KOTTAYAM",G,5,5120
"GOVERNMENT DEVI VILASOM HSS, KUDAVECHOOR, VAIKOM, KOTTAYAM",G,5,5121
"GHSS CHANGANACHERRY, CHANGANACHERRY P.O., KOTTAYAM",G,5,5122
"SACRED HEART HSS, CHANGANACHERRY, KOTTAYAM",U,5,5123
"SREE VIDHYADIRAJA HSS ETTUMANOOR, ETTUMANOOR P.O., KOTTAYAM",U,5,5124
"CROSS ROADS EM HSS PAMPADY, PAMPADY P.O., KOTTAYAM",U,5,5125
"ST. GEORGE EM HSS, THALAYOLAPARAMBU P.O., KOTTAYAM",U,5,5126
"GOVT HSS AMARAVATHY, IDUKKI",G,6,6001
"GOVT TAMIL HSS, DEVIKULAM, IDUKKI",G,6,6002
"GOVT HSS,KALLAR,IDUKKI",G,6,6003
"GOVT HSS,KUMILI,IDUKKI",G,6,6004
"GOVT HSS,KUNCHITHANNI,IDUKKI",G,6,6005
"GOVT TRIBAL HSS, MURIKKATTUKUDI, IDUKKI",G,6,6006
"CPM GOVT HSS, PEERUMEDU, IDUKKI",G,6,6007
"GOVT TRIBAL HSS, POOMALA, IDUKKI",G,6,6008
"GOVT HSS,RAJAKKAD,PONMUDI,IDUKKI",G,6,6009
"GOVT GHSS, THODUPUZHA, IDUKKI",G,6,6010
"GOVT HSS, VELLATHOOVAL, IDUKKI",G,6,6011
"GOVT HSS,KUTTIPLANGAD,IDUKKI",G,6,6012
"GOVT HSS, KUDAYATHUR, IDUKKI",G,6,6013
"GOVT VHSS,RAJAKUMARI,IDUKKI",G,6,6014
"MULLARINGADU HSS,MULLARINGADU,IDUKKI",G,6,6015
"NEHRU SMARAKA PANCHAYATH HSS,PUTTADY,IDUKKI",A,6,6016
"ST GEORGE HSS, MUTHALAKODAM, IDUKKI",A,6,6017
"ST MARY'S HSS, KALIYAR, IDUKKI",A,6,6018
"ST JOSEPH'S HSS, KARIMANNUR, IDUKKI",A,6,6019
"NSS HSS,MANACAUD,IDUKKI",A,6,6020
"ST AUGUSTINES HSS,KARIMKUNNAM,IDUKKI",A,6,6021
"ST MARY'S HSS, ARAKULAM, IDUKKI",A,6,6022
"ST GEORGE HSS,VAZHATHOPPE NORTH,IDUKKI",A,6,6023
"NANKICITY S N HSS,KANJIKKUZHI,IDUKKI",A,6,6024
"ST MARY'S HSS,MURIKKASSERY,IDUKKI",A,6,6025
"ST GEORGE'S HSS, KATTAPPANA, IDUKKI",A,6,6026
"ST THOMAS'S HSS, ERATTAYAR, IDUKKI",A,6,6027
"NSS HSS,KOOTTAR,IDUKKI",A,6,6028
"SNV HSS,NR CITY,IDUKKI",A,6,6029
"ST MARY'S HSS, VELLARAMKUNNU, IDUKKI",A,6,6030
"ST SEBASTIANS HSS,CHEENTHALAR,IDUKKI",A,6,6031
"FMG HSS,KOOMPANPARA,IDUKKI",A,6,6032
"SNDP VHSS,ADIMALI,IDUKKI",A,6,6033
"ST XAVIER'S HSS,CHEMMANNAR,IDUKKI",A,6,6034
"S J HSS,VELLAYAMKUDI,IDUKKI",A,6,6035
"ST PHILOMINA'S HSS,UPPUTHARA,IDUKKI",A,6,6036
"ST SEBASTIAN'S HSS,VAZHITHALA,IDUKKI",A,6,6037
"ST JOSEPH'S HSS,PERUVAMTHANAM,IDUKKI",A,6,6038
"MKNM HSS,KUMARAMANGALAM,IDUKKI",A,6,6039
"ST THOMAS HSS,THANKAMANY,IDUKKI",A,6,6040
"TECHNICAL HSS, PEERUMEDU, IDUKKI",T,6,6041
"TECHNICAL HSS, THODUPUZHA, IDUKKI",T,6,6042
"ST. MARY'S HSS, MARYKULAM, AYYAPPANCOIL",U,6,6043
"ST. THOMAS EM HSS, ATTAPPALLAM, KUMILY",U,6,6044
"OSSANAM EM HSS, KATTAPPANA",U,6,6045
"ST. RITAS HSS, PAINAKULAM, THODUPUZHA",U,6,6046
"ST. SEBASTIANS HSS, NEDUMKANDAM",U,6,6047
"ST. GEORGE HSS, PARATHODE",U,6,6048
"SHEM HSS, MOOLAMATTOM",U,6,6049
"DE PAUL EM HSS, THODUPUZHA EAST",U,6,6050
"SVHSS, ADIMALI, IDUKKI",U,6,6051
MARIAGIRI HSS PEERUMEDU,U,6,6052
JAIRANI EMHSS THODUPUZHA,U,6,6053
"GOVT. HSS, MARAYOOR, IDUKKI",G,6,6054
"GOVT. HSS, THOPRANKUDY, IDUKKI",G,6,6055
"GOVT. TRIBAL HSS, PERINGASSERY, UDANBANNUR, THODUP",G,6,6056
"GOVT. HSS, PANIKKANKUDY, KONNATHADI, IDUKKI",G,6,6057
"GOVT. HSS, PATHINARAMKANDAM, VATHIKUDY, IDUKKI",G,6,6058
"VAGAVARRAI GOVT. HSS, IDUKKI",G,6,6059
"CHANDUVARAI GOVT. HSS, S.P.PURAM.P.O, IDUKKI",G,6,6060
"ELAPPARA PANCHAYATH HSS, IDUKKI",G,6,6061
"WANDIPERIYAR PANCHAYAT HSS, IDUKKI",G,6,6062
"MES HSS, VANDENMEDU, IDUKKI",A,6,6063
"AUXILIUM HSS, KATTAPPANA, IDUKKI",U,6,6064
"MODEL RESIDENTIAL SCHOOL, MUNNAR, IDUKKI",G,6,6065
"GOVT HSS,AKANAD,ERNAKULAM",G,7,7001
"PALIYAM GOVT HSS, CHENDAMANGALAM, ERNAKULAM",G,7,7002
"GOVT HSS,EDAPPALLI,ERNAKULAM",G,7,7003
"GOVT HSS,ELAMKUNNAPPUZHA,ERNAKULAM",G,7,7004
"GOVT GIRLS HSS,KOCHI,ERNAKULAM",G,7,7005
"GOVT GIRLS HSS,MATTANCHERY,ERNAKULAM",G,7,7006
"GOVT HSS,MOOKKANNUR,ERNAKULAM",G,7,7007
"GOVT HSS,SIVANKUNNU,MOOVATTUPUZHA,ERNAKULAM",G,7,7008
"GOVT HSS,NAMAKKUZHY,ERNAKULAM",G,7,7009
"GOVT HSS,NORTH PARAVUR,ERNAKULAM",G,7,7010
"GOVT BOYS HSS,PERUMBAVOOR,ERNAKULAM",G,7,7011
"GOVT HSS,PULIYANAM,ERNAKULAM",G,7,7012
"GOVT HSS,NAYATHODE,ERNAKULAM",G,7,7013
"GOVT BOYS HSS,ALUVA,ERNAKULAM",G,7,7014
"GOVT MODEL  HSS, CHERUVATTUR, ERNAKULAM",G,7,7015
"GOVT HSS,CHATHAMATTOM,ERNAKULAM",G,7,7016
"GOVT GIRLS HSS,KUTTAMPUZHA,ERNAKULAM",G,7,7017
"GOVT HSS,KADAYIRIPPU,ERNAKULAM",G,7,7018
"GOVT GIRLS HSS, NORTH PARVUR, ERNAKULAM",G,7,7019
"EM GOVT. HSS, FORT COCHIN, ERNAKULAM",G,7,7020
"GOVT GIRLS HSS,ALUVA,ERNAKULAM",G,7,7021
"GOVT. VHSS FOR BOYS,THRIPPUNITHURA,ERNAKULAM",G,7,7022
"GOVT. HSS, MULANTHURUTHY, ERNAKULAM",G,7,7023
"GOVT. HSS,ELAMAKKARA,ERNAKULAM",G,7,7024
"GOVT HSS, KONGARAPPALLI, ERNAKULAM",G,7,7025
"GOVT VHSS,KALAMASSERY,ERNAKULAM",G,7,7026
"GOVT HSS,EDATHALA,ERNAKULAM",G,7,7027
"GOVT HSS,MANJAPRA,ERNAKULAM",G,7,7028
"GOVT HSS,CHENGAMANGAD,ERNAKULAM",G,7,7029
"GOVT HSS,POOTHRIKA,ERNAKULAM",G,7,7030
"GOVT SANSKRIT HSS,THRIPOONITHURA,ERNAKULAM",G,7,7031
"PUTHENTHODE GOVT HSS,CHELLANAM,ERNAKULAM",G,7,7032
"GOVT MODEL HSS, PALAKKUZHA, ERNAKULAM",G,7,7033
"SRV HSS,KOCHI,ERNAKULAM",G,7,7034
"NERIYAMANGALAM VHSS, KOTHAMANGALAM-1",G,7,7035
"SNDP HSS,UDAYAMPERUR,ERNAKULAM",A,7,7036
"SDPY HSS,PALLURUTHY,ERNAKULAM",A,7,7037
"JAYAKERALAM HSS,PULLUVAZHI,ERNAKULAM",A,7,7038
"MAR ELIAS HSS,KOTTAPPADY,ERNAKULAM",A,7,7039
"SNM HSS, MOOTHAKUNNAM, ERNAKULAM",A,7,7040
"VCS HSS,PUTHENVELIKKARA,ERNAKULAM",A,7,7041
"ST MARY'S HSS,MORAKKALA,ERNAKULAM",A,7,7042
"ST SEBASTIANS HSS,GOTHURUTHY,ERNAKULAM",A,7,7043
"SM HSS,CHERAI,ERNAKULAM",A,7,7044
"HSS OF JESUS,KOTHAD,ERNAKULAM",A,7,7045
